bvd_id,company_adddress
NL72087978,2153GN | 106
NL72088001,1013EC | 95
NL72088087,1792CG | 5
NL72088435,7006RW | 84
NL72088451,1101BA | 15
NL72088869,1411DD | 6
NL72089172,3062NL | 97
NL72089563,5242HG | 4
NL72089652,5708JM | 12
NL72089660,5242HG | 4
NL72089679,5242HG | 4
NL72089695,5242HG | 4
NL72089717,5242HG | 4
NL72089792,5242HG | 4
NL72089911,1016BX | 282
NL72089962,3971HP | 68
NL72090065,1654JN | 67
NL72090073,1654JN | 67
NL72090081,1654JN | 67
NL72090138,1654JN | 67
NL72090146,4251VE | 3
NL72090170,1654JN | 67
NL72090499,2491BK | 11
NL72090855,7461BA | 10
NL72091126,2033AP | 39
NL72091738,2491BK | 11
NL72091789,2491BK | 11
NL72091843,7825VE | 14
NL72092130,3436ZZ | 54
NL72092432,2595AA | 10
NL72092459,9641HK | 149
NL72092483,6221CE | 58
NL72093293,1087HW | 430
NL72093803,3261PC | 10
NL72093862,1082MS | 109
NL72093897,3062ME | 80
NL72093919,2491BK | 11
NL72095148,1412ET | 56
NL72095199,1412ET | 56
NL72095296,1412ET | 56
NL72096063,8243PT | 47
NL72096489,1121DG | 96
NL72097329,1087BT | 578
NL72098368,7597LC | 3
NL72099089,3581CL | 137
NL72099453,9711RG | 84
NL72099496,5261CJ | 27
NL72101970,6462AW | 55
NL72104201,7461BA | 10
NL72104430,8071JG | 27
NL72105135,4001AE | 4
NL72105372,7207BG | 1
NL72105771,7461BA | 10
NL72105895,1014BB | 42
NL72109688,3606AL | 19
NL72110937,1506BC | 7
NL72111003,7461BA | 10
NL72111178,6051AL | 1
NL72111607,5223DE | 225
NL72111704,1071LL | 13
NL72112557,1213VB | 27
NL72112646,2333CN | 30
NL72113235,3542AW | 71
NL72113243,3542AW | 71
NL72113340,7554TN | 25
NL72113413,5061KB | 26
NL72113537,2594BV | 20
NL72113901,1069PE | 75
NL72114029,3584BA | 10
NL72114541,1017CA | 450
NL72114649,4811WV | 32
NL72115270,3372BJ | 103
NL72115459,6905CC | 12
NL72115858,1096HA | 1
NL72116315,7383BB | 9
NL72116951,1014ZB | 103
NL72117311,3771CB | 3
NL72117915,2671CL | 36
NL72118237,4927RK | 8
NL72118288,3743KN | 32
NL72119233,1112AX | 26
NL72119624,3054PC | 11
NL72120126,2612CT | 1
NL72120193,1069LW | 82
NL72120258,1069LW | 82
NL72120274,2597TW | 14
NL72120371,2597TW | 14
NL72120541,2594BV | 20
NL72120649,2597TW | 14
NL72120789,2597TW | 14
NL72120932,2594BV | 20
NL72121068,1071WV | 46
NL72121181,2811MZ | 215
NL72121327,3439LM | 71
NL72121343,1077XV | 166
NL72121432,3356LD | 33
NL72123184,1976BE | 11
NL72123303,1017CH | 562
NL72123966,3584AA | 104
NL72124113,2513AB | 4
NL72124237,2991XV | 2
NL72124504,5211BC | 8
NL72124865,3743KN | 32
NL72125535,6051AL | 1
NL72125675,2991XV | 2
NL72125713,2292JC | 7
NL72125969,5211BC | 8
NL72125985,1017NA | 3
NL72126027,1017NA | 3
NL72126051,1017NA | 3
NL72128046,1112AX | 24
NL72128178,1976BE | 11
NL72128771,1096BN | 4
NL72128933,3971HP | 68
NL72129875,6417ZB | 5
NL72129956,3743KN | 32
NL72130040,4837DS | 75
NL72130288,3584AA | 104
NL72130563,1069LW | 82
NL72132825,1811JL | 3
NL72133082,1185XR | 6
NL72133147,1101CM | 238
NL72133481,1019DW | 333
NL72133740,1014BA | 37
NL72133848,1082MS | 121
NL72133945,2132PX | 61
NL72134100,4382NV | 53
NL72135298,2594BV | 20
NL72135832,3454PS | 21
NL72135840,8601VA | 1
NL72136367,3015LC | 94
NL72136472,3833AA | 19
NL72136588,5321HH | 7
NL72136790,1101BA | 15
NL72136960,1101BA | 15
NL72137290,3065RC | 325
NL72137398,4817PA | 69
NL72137568,1081JK | 760
NL72137622,3741GP | 8
NL72137932,2596AL | 7
NL72138033,1131ZJ | 30
NL72138041,3114HB | 3
NL72138149,1132BT | 41
NL72138416,3581CM | 8
NL72138440,3581CM | 8
NL72138726,1043GR | 151
NL72138785,1043GR | 151
NL72138955,1043GR | 151
NL72139005,1043GR | 151
NL72139447,5211HB | 1
NL72141115,1077XX | 1329
NL72141301,1101CC | 4
NL72141492,5613BH | 62
NL72141530,6718XN | 40
NL72141549,6718XN | 40
NL72141565,4207HM | 6
NL72142596,3447GZ | 12
NL72143045,3062JP | 44
NL72143142,3195BA | 21
NL72143428,9514AB | 63
NL72143789,5963AC | 142
NL72144718,2723XN | 222
NL72145633,5391KA | 15
NL72145668,4818CL | 14
NL72146001,1016DC | 29
NL72146028,1077XX | 1329
NL72146060,1121BZ | 56
NL72147067,3703CE | 1
NL72147083,3703CE | 1
NL72147091,6524KZ | 20
NL72147156,1431JC | 2
NL72147547,3721AK | 260
NL72150084,2061AR | 8
NL72150122,2061AR | 8
NL72150297,2993LD | 16
NL72150629,1607MT | 48
NL72150696,4906BC | 5
NL72150823,1607MT | 48
NL72150912,1607MT | 48
NL72151005,1607MT | 48
NL72151870,2594BV | 20
NL72151919,6211LL | 23
NL72152311,1217CX | 10
NL72152524,1827DE | 1
NL72152729,3029AK | 16
NL72153504,8331JZ | 7
NL72153768,1081CN | 83
NL72153830,1071PJ | 90
NL72154586,3743KN | 32
NL72154616,3743KN | 32
NL72154659,3743KN | 32
NL72154667,3743KN | 32
NL72154705,3743KN | 32
NL72154756,3743KN | 32
NL72154837,8531PZ | 52
NL72155884,5664RP | 16
NL72156104,6921BV | 1
NL72156155,8085TA | 5
NL72156163,8085TA | 5
NL72156260,4285AN | 4
NL72156880,4561HH | 6
NL72157674,5032MK | 4
NL72158581,4744RM | 2
NL72158859,3743KN | 32
NL72158875,3743KN | 32
NL72158883,3743KN | 32
NL72158999,3743KN | 32
NL72159111,3743KN | 32
NL72159227,3743KN | 32
NL72160551,1082MA | 28
NL72160578,3823LK | 30
NL72161116,1784AM | 621
NL72161280,3011XZ | 258
NL72161515,4421BR | 69
NL72162430,1321NG | 29
NL72162562,3014DB | 15
NL72163844,3572TT | 32
NL72164166,2665BJ | 16
NL72164514,5032MK | 4
NL72164581,1075AZ | 27
NL72164824,1118BJ | 359
NL72165235,5626DC | 17
NL72165294,9482WE | 6
NL72165359,1742LE | 333
NL72165502,6001JE | 1
NL72165537,5711EJ | 40
NL72165707,1077TE | 224
NL72166762,3743KN | 32
NL72166800,3743KN | 32
NL72166975,4353EH | 4
NL72167467,3743KN | 32
NL72167602,8245JJ | 100
NL72167793,3542AW | 71
NL72168366,2676LE | 81
NL72169044,3846CA | 21
NL72169672,1112AR | 1
NL72170360,3843GD | 4
NL72170956,1013BC | 20
NL72171057,7557GK | 203
NL72171502,1081JK | 760
NL72171871,4744RM | 2
NL72172347,3871AW | 97
NL72172657,2243AV | 5
NL72173378,6601DW | 3
NL72173548,7572CL | 2
NL72173556,7572CL | 2
NL72173645,4823AA | 6
NL72173718,5405AD | 2
NL72174609,1077ZX | 3051
NL72174668,7051CS | 21
NL72174692,1077ZX | 3051
NL72175214,5761BX | 27
NL72175257,7491AJ | 80
NL72175745,9641LM | 170
NL72175931,2676LE | 81
NL72176504,1101CC | 4
NL72176717,2513BN | 35
NL72176725,9641LM | 170
NL72177063,2512GZ | 201
NL72177616,1054HG | 143
NL72177810,1097DP | 7
NL72178248,1077XX | 1209
NL72179066,1131JW | 20
NL72179104,1406LR | 12
NL72179325,1019DW | 333
NL72179821,7553LL | 1
NL72180102,7631BB | 161
NL72180226,3076JH | 35
NL72180684,6712GC | 34
NL72180692,7571BK | 28
NL72180722,3755BN | 1
NL72181303,8025BR | 23
NL72181834,1097DP | 7
NL72182423,3581BJ | 29
NL72182741,1075AZ | 27
NL72183128,1071JL | 74
NL72183748,1441ZR | 6
NL72184590,8102NB | 41
NL72185724,1118BJ | 359
NL72185791,1118BJ | 359
NL72186305,1244RL | 5
NL72187263,7524AE | 500
NL72187433,9601MA | 14
NL72187662,6541AH | 41
NL72187700,5633AJ | 405
NL72187786,1115GR | 14
NL72187816,1118BJ | 359
NL72188219,2391NR | 4
NL72188375,2132HA | 1
NL72188391,2132HA | 1
NL72188766,1053SX | 26
NL72189436,1018TX | 10
NL72189614,1213TM | 79
NL72189622,4353EH | 4
NL72190574,1012PV | 1
NL72190590,5617BC | 20
NL72191112,3542AW | 71
NL72191961,3063NH | 23
NL72191996,3125BK | 258
NL72192275,5652AA | 38
NL72192569,7333MT | 22
NL72192674,1181EJ | 35
NL72193026,1101CM | 238
NL72193514,1013BC | 10
NL72193697,5342PP | 17
NL72194367,7041AS | 3
NL72194812,5611BD | 1
NL72195703,9718AE | 3
NL72196513,1075HP | 8
NL72196726,6213EV | 45
NL72196769,1017HL | 68
NL72196998,1506CK | 2
NL72197137,1382KC | 56
NL72197366,5527AN | 1
NL72197706,4051CG | 61
NL72199083,1017GE | 133
NL72199539,1097JB | 200
NL72199687,7441AX | 20
NL72201002,7213LE | 4
NL72201401,1082MS | 17
NL72201452,1082MS | 17
NL72201487,1082MS | 17
NL72201517,1082MS | 17
NL72201614,1082MS | 17
NL72202319,3311CE | 36
NL72202726,1082MS | 17
NL72202793,3542AW | 71
NL72202831,3542AW | 71
NL72203498,1071JL | 74
NL72203625,6717VE | 175
NL72203978,1101CC | 4
NL72204036,5211HB | 1
NL72204087,5211HB | 1
NL72204176,5211HB | 1
NL72204257,2595BR | 88
NL72204974,1033MZ | 55
NL72205822,5611ER | 93
NL72206721,5809EL | 4
NL72206845,6085AB | 49
NL72206926,5026RP | 1
NL72207043,5026RP | 1
NL72207167,6419AP | 67
NL72207337,8256SM | 7
NL72207418,5026RP | 1
NL72208139,3134NW | 39
NL72210230,2408AS | 1
NL72210443,1974VW | 51
NL72210982,6902KH | 10
NL72211008,1015BT | 124
NL72211059,1015BT | 124
NL72211342,1101EE | 254
NL72211431,1112AN | 78
NL72211539,1112AN | 78
NL72211628,1112AN | 78
NL72211768,1112AN | 78
NL72212020,1018DD | 2
NL72212268,3846CA | 21
NL72212489,1097JB | 200
NL72214287,1075AJ | 31
NL72214368,1075AJ | 31
NL72216794,3014DA | 792
NL72216867,3703CE | 1
NL72216891,3703CE | 1
NL72217278,3073HH | 149
NL72219483,3825HA | 27
NL72219742,1011PZ | 3
NL72220430,1054HB | 41
NL72220473,2596AL | 7
NL72220562,2678CW | 20
NL72220848,7811DB | 54
NL72221488,1096AH | 80
NL72221569,1096AH | 80
NL72221879,7607GH | 2
NL72222239,1077ZX | 3051
NL72222476,5611KN | 20
NL72223219,3526KM | 29
NL72223405,1724NN | 855
NL72224304,8243PX | 45
NL72224703,3165AL | 2
NL72224789,1077XX | 835
NL72224843,1077ZX | 3051
NL72225203,2153PH | 18
NL72225521,1071JL | 74
NL72225661,1081JK | 760
NL72226285,2353EW | 19
NL72227885,1812AZ | 19
NL72228210,1081JK | 760
NL72229489,3542DP | 7
NL72230487,1071AC | 13
NL72231378,1566BR | 340
NL72231467,9728JT | 300
NL72231734,3581BJ | 29
NL72231874,4817BL | 11
NL72231904,7607GH | 2
NL72232153,7607GH | 2
NL72232676,3581BJ | 29
NL72232765,1121AL | 128
NL72232811,4458SC | 17
NL72232951,3034KB | 42
NL72233214,3024EE | 20
NL72233389,5658AA | 15
NL72233753,2514JA | 6
NL72234180,1013NJ | 7
NL72234253,2514JA | 6
NL72234830,2133MH | 1105
NL72234849,2133MH | 1105
NL72234938,2909LC | 2
NL72235993,1043BW | 165
NL72236043,1325PP | 3
NL72236256,1325PP | 3
NL72236787,9727KB | 17
NL72236841,1689WC | 171
NL72236957,3985LP | 17
NL72237082,2031BH | 51
NL72237481,1687CL | 10
NL72238291,6812BG | 36
NL72238518,8802PV | 8
NL72238763,1076AZ | 1
NL72240245,1076AZ | 1
NL72241020,3512LC | 19
NL72241306,1271GE | 314
NL72241500,3062ME | 102
NL72241748,7892AL | 9
NL72241829,8263BL | 9
NL72242698,9711RG | 84
NL72243635,5231DC | 8
NL72243678,1506GA | 103
NL72243767,5231DC | 8
NL72244380,5652LH | 152
NL72244828,8019AB | 21
NL72246375,8024AA | 28
NL72246472,1076AZ | 1
NL72246553,1076AZ | 1
NL72246588,1076AZ | 1
NL72246642,1076AZ | 1
NL72246995,1981BC | 5
NL72247002,2011VN | 50
NL72248408,1077XX | 411
NL72249749,8448CD | 10
NL72249870,2411NZ | 74
NL72250313,4533RB | 14
NL72250321,4533RB | 14
NL72250542,9062EN | 2
NL72250585,9062EN | 2
NL72250593,9206AT | 16
NL72251301,3191LD | 104
NL72251905,1213EW | 6
NL72251921,3739JT | 154
NL72251964,3861SP | 5
NL72252049,7942JZ | 4
NL72253797,8025BX | 7
NL72253819,1013BE | 47
NL72254106,4931AA | 3
NL72254114,4931AA | 3
NL72254793,3011BH | 154
NL72255196,2513RX | 2
NL72256087,2992XC | 82
NL72256435,2516BE | 36
NL72256532,1098XH | 608
NL72258241,1411AL | 9
NL72258497,5611CZ | 114
NL72258721,2718ST | 87
NL72260149,6546BB | 1043
NL72260327,1112AN | 78
NL72260726,3438MR | 9
NL72260734,1083HN | 101
NL72261013,3542AW | 71
NL72261285,5707SC | 10
NL72261846,1077XV | 166
NL72264004,2231AG | 88
NL72264403,1185VB | 2
NL72265124,2548AK | 55
NL72266597,2286TH | 565
NL72266627,3115HE | 9
NL72266902,1185VB | 2
NL72267038,1043BW | 165
NL72267968,7234ST | 25
NL72268387,2516AB | 174
NL72269502,6433JZ | 10
NL72270136,3571KX | 31
NL72270764,1097JB | 200
NL72271043,2516AB | 174
NL72271981,2121XE | 20
NL72272244,3953BZ | 4
NL72272872,5807EK | 12
NL72273526,2631RE | 5
NL72273879,1017CA | 466
NL72274395,5271XR | 3
NL72275618,1043AJ | 33
NL72275863,1021KP | 161
NL72275898,1077XV | 76
NL72276274,1016CG | 338
NL72277270,2908LW | 1
NL72277823,1071WV | 46
NL72278714,1082MS | 109
NL72278811,3356LJ | 6
NL72279567,4817PA | 69
NL72279753,1059BW | 82
NL72280530,1101CM | 238
NL72280654,1101CM | 238
NL72280719,1096BH | 10
NL72281251,3316GS | 96
NL72282185,1017CA | 466
NL72283157,3723BC | 10
NL72283408,1012NJ | 71
NL72283580,8043NV | 35
NL72283602,8043NV | 35
NL72283750,1731LX | 6
NL72283866,6301BW | 6
NL72284463,1118BK | 403
NL72284749,7361GT | 10
NL72284943,1405HK | 17
NL72285060,4004LH | 101
NL72285281,1101CB | 17
NL72287004,1076AZ | 1
NL72287772,4191CH | 16
NL72288809,2908LW | 1
NL72289384,7339EJ | 44
NL72289503,2908LW | 1
NL72289864,3061HC | 69
NL72291184,1671LP | 61
NL72292091,1118BK | 403
NL72294531,1071LM | 21
NL72295074,2132WS | 2
NL72295724,3905KZ | 62
NL72295929,2333CH | 21
NL72296143,7741KV | 5
NL72297042,1077ZX | 3051
NL72297441,3991CE | 28
NL72298030,5815CB | 33
NL72298367,1077ZX | 3051
NL72299924,1022WV | 32
NL72300213,2521AV | 282
NL72301287,1112VE | 1
NL72301937,1077ZX | 3051
NL72301988,6902PT | 11
NL72302429,1077ZX | 3051
NL72304022,1012AL | 11
NL72305231,7597LA | 15
NL72305266,7161AG | 44
NL72305320,2903AE | 74
NL72305401,2382NW | 66
NL72305436,2903AE | 74
NL72305479,1081JK | 760
NL72305649,2382NW | 66
NL72305746,3768HM | 132
NL72306181,3833LA | 1
NL72307382,7325WC | 20
NL72307684,6942SE | 11
NL72308591,1115GR | 14
NL72308656,2316XG | 9
NL72308745,2992LA | 18
NL72309008,7311AE | 16
NL72309083,7311AE | 16
NL72310723,1081JK | 760
NL72311401,3743JN | 10
NL72311843,1012HW | 55
NL72313013,1077XX | 903
NL72313048,8701LN | 27
NL72313072,2595AA | 10
NL72313080,3816BV | 12
NL72313277,1852BN | 9
NL72313609,7631BB | 161
NL72314230,5575AE | 101
NL72314680,3089JW | 8
NL72314702,5831KT | 72
NL72315245,1216AX | 28
NL72315601,3534AS | 30
NL72317345,1216AX | 28
NL72317663,4202MS | 20
NL72317809,7006RH | 27
NL72319976,3791PG | 189
NL72320095,1075HP | 8
NL72320494,7418AM | 18
NL72320737,3012JT | 35
NL72324988,1055MJ | 503
NL72325917,3241CT | 48
NL72326166,3065PC | 16
NL72326204,3823DS | 21
NL72326271,2292JL | 16
NL72326743,1071JL | 74
NL72327189,7333MT | 22
NL72327510,5422VR | 8
NL72327553,9723BH | 53
NL72327898,1081JK | 760
NL72328800,7475ST | 5
NL72328843,8447SN | 25
NL72329858,4854MT | 6
NL72330104,5161HL | 223
NL72330147,1066VH | 763
NL72330228,1071JL | 74
NL72331216,7311SH | 239
NL72332174,1231BN | 3
NL72332417,4901ER | 41
NL72332778,7038CC | 8
NL72333375,8222RB | 22
NL72334029,3447GM | 12
NL72334711,3011TA | 40
NL72338962,2517KC | 2
NL72339586,1643LX | 49
NL72340606,5404KT | 30
NL72341122,1083AB | 316
NL72341890,1183VC | 17
NL72343400,1017KD | 919
NL72343419,5406TM | 22
NL72343699,2288EX | 17
NL72344318,1101CM | 238
NL72344857,3821BT | 2
NL72346930,2901LB | 239
NL72347120,7231NN | 29
NL72347872,7038CC | 8
NL72348879,1081GK | 2
NL72348925,1059CH | 37
NL72349476,5615JD | 2
NL72349522,7556RC | 12
NL72350032,6231LC | 8
NL72351039,2103LR | 10
NL72351233,2514JA | 6
NL72352973,1018ES | 177
NL72353309,1091MZ | 330
NL72354151,2521AL | 55
NL72354305,2514HP | 2
NL72354550,2571DK | 313
NL72355174,5222BS | 111
NL72356294,1083AB | 316
NL72357061,1251LX | 6
NL72357177,3533VN | 5
NL72357312,3011TA | 40
NL72357339,3011TA | 40
NL72357444,6251NA | 23
NL72357991,3081AD | 22
NL72358173,5422VV | 28
NL72358874,7201DD | 95
NL72359528,1101CC | 4
NL72359641,1101CC | 4
NL72360208,2153PL | 41
NL72360399,5102AE | 190
NL72360402,5102AE | 190
NL72360747,2132MK | 640
NL72361670,2353TT | 51
NL72361719,2353TT | 51
NL72362375,2132MK | 640
NL72362499,1071DV | 11
NL72363452,3941CP | 7
NL72363789,1016BR | 178
NL72363878,1016BR | 178
NL72364467,5405AG | 4
NL72366168,2061GM | 66
NL72366494,3581CG | 75
NL72366826,2132JJ | 151
NL72367075,2517KC | 2
NL72368012,1567JE | 167
NL72368160,5617BA | 45
NL72369175,6051BH | 13
NL72369566,1075XT | 216
NL72369833,3065DC | 30
NL72370084,3438EV | 20
NL72370319,5145PW | 76
NL72370491,1181LD | 935
NL72370556,1951NA | 1
NL72372230,1077ZX | 31278
NL72372265,7311HZ | 31
NL72374373,5281RC | 10
NL72374616,5615JD | 2
NL72374624,1101CM | 88
NL72374764,1021KP | 125
NL72374896,1381GW | 707
NL72377380,9101MN | 28
NL72377933,3054PC | 11
NL72378581,4871CA | 5
NL72378786,4576BK | 59
NL72379308,1077ZX | 31278
NL72379642,9721AP | 173
NL72379766,1043BW | 165
NL72382937,1077ZX | 3127
NL72383062,1703SC | 51
NL72383615,2691CC | 23
NL72384565,3743KN | 32
NL72384662,3743KN | 32
NL72384689,4941TA | 1
NL72384697,4941TA | 1
NL72384735,8281JC | 10
NL72384794,3161EB | 49
NL72384859,1017CA | 466
NL72384921,2225HD | 143
NL72384948,2225HD | 143
NL72384972,3743KN | 32
NL72384980,2333BD | 8
NL72385073,3454PV | 4
NL72385561,1053EB | 90
NL72385650,5916PJ | 69
NL72387165,1183TM | 15
NL72387289,7825VV | 11
NL72388382,4837CZ | 10
NL72388447,1077XX | 1225
NL72389494,2811DT | 1502
NL72391030,2651CN | 91
NL72391081,6824MB | 157
NL72391111,6824MB | 157
NL72391154,4816KB | 33
NL72391456,1096BN | 4
NL72392940,2514CM | 180
NL72393920,1101BA | 15
NL72394110,1017KD | 919
NL72394412,1071CM | 2
NL72394633,1077ZX | 31278
NL72395109,3743KN | 32
NL72395532,6662NE | 13
NL72395745,3542DA | 7
NL72396423,3743KN | 32
NL72397101,9101MN | 28
NL72398329,3133EJ | 25
NL72399015,3771HK | 37
NL72401931,1082MS | 123
NL72403489,3316BP | 110
NL72405112,2841MA | 13
NL72405139,1077XX | 835
NL72405554,1231LH | 258
NL72406682,1183AS | 14
NL72406887,1118BH | 253
NL72406976,7887BR | 64
NL72408049,6711AA | 13
NL72408553,7468DJ | 39
NL72408782,4353EH | 4
NL72409517,1077XV | 116
NL72410442,1043GR | 151
NL72410655,3533AE | 2
NL72411805,1101CM | 238
NL72411848,5076PB | 5
NL72412895,5406NG | 12
NL72413360,5611KP | 42
NL72413557,2635BR | 26
NL72413662,3241LK | 46
NL72413824,5231DC | 8
NL72413840,5231DC | 8
NL72413875,1077XX | 1033
NL72415894,8424SJ | 8
NL72416556,1016EA | 241
NL72417080,1097JB | 200
NL72417323,3584AA | 104
NL72417331,3584AA | 104
NL72417498,1071CS | 68
NL72417803,6101XJ | 19
NL72418192,7825AG | 22
NL72418583,1071LJ | 12
NL72419598,1402GP | 53
NL72419857,1065KB | 8
NL72421274,2242HG | 4
NL72421282,2242HG | 4
NL72421401,5652CN | 254
NL72421479,1072AS | 157
NL72423951,9711LM | 106
NL72425180,1601MH | 38
NL72426160,1097JB | 200
NL72426209,1097JB | 200
NL72427868,1812RB | 3
NL72429232,2582AB | 39
NL72430168,5721AG | 9
NL72430982,6611DH | 3
NL72431415,5976PL | 5
NL72431555,2061CX | 28
NL72433159,5725RS | 2
NL72433604,2583DZ | 5
NL72434147,3526KS | 400
NL72434414,1827DE | 1
NL72434651,6921RH | 43
NL72435348,2595ET | 4
NL72436697,4837DS | 75
NL72437634,1097JB | 200
NL72437650,1097JB | 200
NL72437693,1076AZ | 1
NL72437758,3953BA | 2
NL72437766,3526KS | 40
NL72439580,2316RD | 9
NL72440007,6211AS | 21
NL72440112,3811HA | 1
NL72440155,6717VE | 175
NL72441348,1101CM | 238
NL72441488,2408ZC | 5
NL72441747,3371KA | 1
NL72443006,2275EA | 1
NL72443553,1216CG | 7
NL72443650,1216CG | 7
NL72443766,1216CG | 7
NL72444177,5652CN | 254
NL72445696,1011PZ | 5
NL72446307,1216CG | 7
NL72446730,7461BA | 4
NL72446749,6512AB | 11
NL72446900,7461BA | 4
NL72447060,6716AZ | 18
NL72447109,1101CM | 238
NL72447796,1016AW | 3212
NL72448261,1083HJ | 7
NL72448326,3417EB | 12
NL72448474,5626DL | 10
NL72448822,5961JD | 110
NL72450584,1082PR | 518
NL72450630,3707ZD | 48
NL72450673,1101BA | 15
NL72450681,5613BH | 62
NL72450843,5613BH | 62
NL72452609,7411SC | 13
NL72454423,1105BM | 285
NL72454563,2513AC | 9
NL72455160,1081JK | 760
NL72455691,1165LR | 969
NL72455934,5427DB | 37
NL72456175,3565BD | 14
NL72457082,2312CW | 102
NL72457376,2312CW | 102
NL72457406,2986GE | 109
NL72457872,2202CA | 19
NL72457902,6373KM | 7
NL72458372,3971KE | 87
NL72458453,9101MN | 28
NL72458658,2992LA | 56
NL72458720,5651GW | 161
NL72459212,3011PS | 46
NL72459867,2993LD | 24
NL72460024,3563AT | 34
NL72460660,3605LW | 8008
NL72462086,1775TH | 17
NL72462094,2497GL | 287
NL72462523,4782SK | 6
NL72462981,3011PS | 44
NL72463422,2811MZ | 215
NL72463961,6012RJ | 14
NL72464127,2595AR | 50
NL72464232,5038NM | 234
NL72465654,9713GX | 2
NL72466219,1118CZ | 378
NL72466359,5305VM | 2
NL72466944,3823HH | 13
NL72467495,4902TT | 139
NL72469099,1011PZ | 1
NL72469587,1069CD | 41
NL72469595,1078GH | 73
NL72470321,1015CK | 135
NL72470682,3708JA | 17
NL72470720,3708JA | 17
NL72471271,1017KD | 919
NL72471514,6983BR | 45
NL72471816,1097JB | 200
NL72471980,1097JB | 200
NL72472200,3044BC | 1
NL72472294,1017KD | 919
NL72473045,3881PT | 2
NL72473762,2908LL | 3
NL72473959,3062MB | 130
NL72474114,2809PD | 4
NL72474122,4817PA | 69
NL72474750,3439MS | 42
NL72475900,1016LT | 81
NL72476095,8347JG | 90
NL72476265,1101BA | 15
NL72476532,1101BA | 15
NL72477229,1077XX | 485
NL72477725,1101CM | 238
NL72478802,1077ZX | 3127
NL72479663,5347KD | 18
NL72479795,1018TB | 22
NL72479973,6524HA | 1
NL72480181,2514JC | 5
NL72480645,5102AE | 190
NL72480750,5102AE | 190
NL72480920,5102AE | 190
NL72481013,5102AE | 190
NL72481730,1261CR | 5
NL72484187,2171AM | 60
NL72484217,2171AM | 60
NL72484667,5582CK | 38
NL72484705,5582CK | 38
NL72485523,5582CK | 38
NL72485531,5582CK | 38
NL72485558,5582CK | 38
NL72485574,5582CK | 38
NL72485701,5211KL | 18
NL72486457,2611AM | 60
NL72486694,1014BT | 46
NL72487356,2201BB | 1
NL72487577,3065WB | 252
NL72487712,2201BB | 1
NL72488425,9727KC | 17
NL72490209,1076CM | 16
NL72490543,8224GR | 19
NL72491868,1063AT | 17
NL72491949,8028PK | 7
NL72493224,3511KT | 8
NL72493534,1426AD | 17
NL72495243,4382NV | 37
NL72497106,2595AR | 50
NL72497157,1073GB | 237
NL72497785,3371KA | 18
NL72497831,5347KD | 35
NL72497866,7361GT | 10
NL72497890,1077XX | 555
NL72498854,2595AM | 33
NL72501308,5222AP | 41
NL72502231,9728CA | 1
NL72502762,1013RJ | 473
NL72502843,1222RC | 23
NL72503556,3021HZ | 336
NL72503963,9723HM | 2
NL72504056,9723HM | 2
NL72504110,3581CL | 137
NL72504412,6811JZ | 120
NL72504463,3021HZ | 336
NL72505214,3281LB | 8
NL72505435,6545AG | 76
NL72505443,1771MC | 15
NL72505575,1101BA | 15
NL72506385,2011MH | 13
NL72506660,1775TH | 17
NL72507144,5261WE | 4711
NL72507160,3012NJ | 210
NL72507284,9711EV | 30
NL72507314,9711EV | 30
NL72507977,1043GR | 151
NL72508051,1332AT | 2
NL72508167,1054GS | 120
NL72509090,4285DE | 12
NL72509783,5374EB | 13
NL72509929,6604GX | 3627
NL72510595,1012VA | 104
NL72510811,1012VA | 104
NL72511354,3905KZ | 62
NL72511419,2382NW | 66
NL72511516,1012VA | 104
NL72511540,3143CT | 36
NL72511583,5613BH | 62
NL72513004,1012NZ | 73
NL72513055,5061HS | 19
NL72513136,3331ML | 24
NL72513373,8025BP | 13
NL72513470,1057JX | 59
NL72513659,1101CC | 4
NL72513713,5622AC | 72
NL72515236,8271BL | 103
NL72515910,2901LB | 239
NL72516232,3454RL | 2
NL72516658,4817PA | 69
NL72516917,1942CJ | 32
NL72518596,8355BT | 52
NL72519932,4251VT | 49
NL72521007,1101BA | 15
NL72521279,3033GL | 38
NL72521686,7701SG | 5
NL72521813,1101BA | 15
NL72521848,1118BH | 269
NL72522216,8263BL | 9
NL72522372,7331BG | 131
NL72522380,3033GL | 38
NL72522410,1393NE | 31
NL72522720,1101BA | 15
NL72523301,1101BA | 15
NL72523581,6222PH | 66
NL72523603,8219PZ | 10
NL72524170,6101XE | 10
NL72524499,3029AK | 16
NL72524693,6419AP | 67
NL72524707,1097DM | 100
NL72524723,6419AP | 67
NL72524758,6419AP | 67
NL72524839,4133LA | 5
NL72524995,1097JB | 200
NL72525096,3542AA | 1
NL72526203,1101BA | 15
NL72526777,1101BA | 15
NL72527358,1101BA | 15
NL72527390,2132LS | 105
NL72527617,2411NZ | 74
NL72528095,1097JB | 200
NL72528362,1101BA | 15
NL72528753,1101BA | 15
NL72529083,3818LE | 21
NL72529156,2135SJ | 152
NL72529180,2135SJ | 152
NL72529199,3068LA | 48
NL72529229,3068LA | 48
NL72529253,2135SJ | 152
NL72529261,3068LA | 48
NL72529377,3818LE | 21
NL72529520,3818LE | 21
NL72530170,4834RL | 42
NL72530286,5271RK | 66
NL72530294,5575XH | 23
NL72530782,6715HN | 30
NL72531797,1101BA | 15
